id,name,unidentified_name_id,identified_name_id,type,is_twohanded,material,weight,inv_gfx_id,grd_gfx_id,item_desc_id,dmg_small,dmg_large,range,safe_enchant,use_royal,use_knight,use_wizard,use_elf,use_darkelf,use_dragonknight,use_illusionist,hit_modifier,dmg_modifier,str,con,dex,int,wis,cha,hp,mp,hpr,mpr,sp,mr,is_haste,double_dmg_chance,weakness_exposure,magic_dmg_modifier,can_be_dmg,min_level,max_level,bless,tradable,deletable,charge_time,expiration_time
246,시련의 검,$4046,$4046,sword,0,iron,40000,932,3963,1866,10,10,1,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N
247,시련의 검,$4046,$4046,sword,0,iron,40000,932,3963,1867,10,10,1,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N
248,시련의 검,$4046,$4046,sword,0,iron,40000,932,3963,1868,10,10,1,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N
249,시련의 검,$4046,$4046,sword,0,iron,40000,932,3963,1869,10,10,1,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N
250,환영의 단검,환영의 $70,환영의 $70,dagger,0,iron,5000,1317,3370,0,16,4,1,4,1,1,1,1,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
251,환영의 쯔바이 핸더,환영의 쯔바이 핸더,환영의 쯔바이 핸더,twohandsword,1,steel,5000,1016,4764,0,14,26,1,4,1,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
252,환영의 스피어,환영의 스피어,환영의 스피어,spear,0,steel,5000,50,5,0,10,10,2,4,1,1,1,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
253,환영의 도끼,환영의 도끼 $1,환영의 도끼 $1,blunt,0,steel,5000,1658,4257,0,12,15,1,4,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
254,환상의 이도류,환상의 이도류,환상의 이도류,dualsword,1,steel,5000,1656,4256,0,15,10,1,4,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,1,1,0,\N
255,환상의 스태프,환상의 스태프 $88,환상의 스태프 $88,staff,0,steel,5000,1654,4255,0,13,13,1,4,0,0,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
256,할로윈 호박 장검,$5254,$5254,sword,0,wood,35000,2651,6401,2791,10,10,1,6,1,1,1,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
257,할로윈 장검,$9064,$9064,sword,0,wood,35000,2651,6401,6028,10,10,1,6,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
258,궁극 할로윈 검,$9066,$9066,sword,0,wood,35000,3233,6401,6030,8,8,1,6,1,1,1,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
259,마나 마력의 단검,$5486,$5486,dagger,0,mithril,30000,2913,6736,3015,6,4,1,6,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
260,광풍의 도끼,$5487,$5487,blunt,1,steel,130000,2909,6734,3016,23,23,1,6,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
261,천사의 지팡이,$13819,$13819,staff,0,silver,20000,2915,6737,3018,12,12,1,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
262,파멸,$5488,$5488,twohandsword,1,steel,150000,2917,6738,3017,25,25,1,6,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
263,프리 징 랜서,$5490,$5490,spear,0,steel,80000,2919,6739,3019,15,15,2,6,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
264,뇌 신검,$5491,$5491,sword,0,blackmithril,40000,2911,6735,3020,13,12,1,6,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
265,테베 오시리스의 이도류,$5718,$5718,dualsword,1,gold,30000,3049,6957,3263,16,11,1,6,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,1,0,\N
266,테베 오시리스 양손 검,$5719,$5719,twohandsword,1,gold,100000,3047,6956,3264,21,26,1,6,1,1,0,0,0,1,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
267,테베 오시리스의 활,$5720,$5720,bow,1,gold,5000,3053,6959,3265,3,3,-1,6,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
268,테베 오시리스 직원,$5721,$5721,staff,1,gold,5000,3051,6958,3266,20,18,1,6,0,0,1,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,1,1,0,\N
269,환 술사 전투 스틱,$5661,$5661,staff,0,wood,15000,3016,6966,0,10,10,1,6,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
270,사파이어 키 링크,$5662,$5662,kiringku,0,gemstone,10000,3018,6939,0,26,26,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,50,0,0,1,1,0,\N
271,흑요석 키 링크,$5663,$5663,kiringku,0,gemstone,10000,3020,6967,0,24,24,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,\N
272,소멸자의 체인 소드,$5668,$5668,chainsword,1,silver,100000,3033,6940,0,17,10,2,6,0,0,0,0,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,50,0,0,1,1,0,\N
273,파멸 자의 체인 소드,$5669,$5669,chainsword,1,iron,110000,3056,6962,0,21,17,2,6,0,0,0,0,0,1,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,1,0,\N
274,켄라우헬의 골든 스틱,$5631,$5631,staff,0,gold,40000,1020,781,3173,16,12,1,-1,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N
275,용 기사의 양손 검,$5664,$5664,twohandsword,1,iron,80000,3022,6940,3219,19,17,1,6,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
276,마리스 엘리먼트 키 링크,$7941,$7941,kiringku,0,blackmithril,35000,3717,6939,0,28,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
277,마리스 엘리먼트 체인 소드,$7940,$7940,chainsword,0,blackmithril,35000,3713,6940,0,24,16,2,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,18,0,0,0,0,0,1,1,0,\N
278,마리스 엘리먼트 크로우,$7939,$7939,claw,1,blackmithril,35000,3715,3850,0,27,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,33,0,0,0,0,0,0,1,1,0,\N
279,마리스 엘리먼트 스태프,$7938,$7938,staff,0,blackmithril,3500,3719,6737,0,12,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,1,1,0,\N
280,마리스 엘리먼트 보우,$7937,$7937,bow,1,blackmithril,25000,3711,5402,0,3,3,-1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
281,마리스 엘리먼트 소드,$7936,$7936,sword,0,blackmithril,35000,3709,26,0,17,19,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
282,쿠 쿨칸 스피어,$6428,$6428,spear,1,iron,100000,3330,5607,0,24,20,2,6,1,1,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,1,0,\N
283,쿠 쿨칸 건틀렛,$6429,$6429,gauntlet,0,wood,20000,3324,2921,0,3,3,-1,6,0,0,0,0,1,1,0,0,4,0,0,1,0,0,0,30,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,\N
284,엘모어 단검,$5828,$5828,dagger,0,mithril,30000,3139,4118,0,5,6,1,-1,1,1,1,1,1,0,0,3,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,100h
285,엘모어 검,$5829,$5829,sword,0,iron,40000,3133,26,0,13,15,1,-1,1,1,0,1,0,1,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,100h
286,엘모어 양손 검,$5830,$5830,twohandsword,1,iron,60000,3135,82,0,17,20,1,-1,1,1,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,100h
287,엘모어 크로우,$5832,$5832,claw,1,iron,60000,3145,2914,0,17,16,1,-1,0,0,0,0,1,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,1,0,100h
288,엘모어 직원,$5833,$5833,staff,1,blackmithril,60000,3143,75,0,7,4,1,-1,0,0,1,0,0,0,1,5,7,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,1,0,100h
289,엘모어 보우건,$5831,$5831,bow,0,wood,30000,3141,12,0,3,2,-1,-1,0,0,0,1,1,0,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100h
290,엘모어 체인 소드,$6405,$6405,chainsword,1,iron,60000,3301,6940,0,18,15,2,-1,0,0,0,0,0,1,0,5,9,0,0,1,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,0,0,0,1,0,100h
291,엘모어 키 링크,$6406,$6406,kiringku,1,blackmithril,20000,3303,6967,0,33,33,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,100h
292,9 주년 애니버서리 검,$10738,$10738,sword,0,platinum,35000,4681,8996,0,11,14,1,6,1,1,0,1,0,1,0,3,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,\N
293,9 주년 애니버서리 크로우,$10741,$10741,claw,1,platinum,35000,4687,8999,0,20,18,1,6,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,0,0,0,0,0,0,0,1,0,\N
294,9 주년 애니버서리 체인 소드,$10740,$10740,chainsword,1,platinum,35000,4693,9239,0,16,11,2,6,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,1,0,\N
295,9 주년 애니버서리 직원,$10739,$10739,staff,0,platinum,35000,4685,8998,0,9,9,1,6,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,\N
296,9 주년 애니버서리 보우,$10743,$10743,bow,0,platinum,35000,4683,8997,0,3,3,-1,6,1,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N
297,9 주년 애니버서리 열쇠 고리,$10742,$10742,kiringku,0,platinum,35000,4695,9238,0,21,21,1,6,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,\N
298,10 주년 양손 검,$12562,$12562,twohandsword,1,platinum,40000,2750,3266,0,23,24,1,-1,0,1,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N
299,10 주년 스피어,$12563,$12563,spear,1,platinum,20000,2758,3265,0,25,25,2,-1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N
300,10 주년 이도류,$12566,$12566,dualsword,1,platinum,20000,2764,4256,0,16,14,1,-1,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1,0,\N
301,10 주년 직원,$12565,$12565,staff,0,platinum,20000,2756,3314,0,12,12,1,-1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,\N
302,10 주년 보우,$12564,$12564,bow,1,platinum,10000,2761,3313,0,3,3,-1,-1,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N
303,행운의 도끼,$14384,$14384,blunt,1,platinum,150000,5534,4257,0,30,28,1,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
304,숨겨 지은 마족의 소드,$8824,$8824,sword,0,blackmithril,35000,3709,7811,0,23,25,1,0,1,1,0,1,0,1,0,3,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
305,숨겨 지은 마족의 보우,$8825,$8825,bow,0,blackmithril,35000,3711,7808,0,2,2,-1,0,1,0,1,1,0,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,\N
306,숨겨 지은 마족의 스태프,$8826,$8826,staff,0,blackmithril,35000,3719,7814,0,15,16,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,1,0,\N
307,숨겨진 마족의 크로우,$8827,$8827,claw,0,blackmithril,35000,3715,7802,0,24,26,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,1,1,0,\N
308,숨겨진 마족의 체인 소드,$8828,$8828,chainsword,1,blackmithril,35000,3713,7820,0,25,26,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,1,1,0,\N
309,숨겨진 마족의 키 링크,$8829,$8829,kiringku,0,blackmithril,35000,3717,7817,0,28,28,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,\N
701,한랭의 키 링크,$12902,$12902,kiringku,0,blackmithril,35000,5125,10342,0,25,25,1,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,\N
702,극한의 체인 소드,$12901,$12901,chainsword,1,blackmithril,80000,5123,10341,0,23,20,2,6,0,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,1,1,0,\N
703,얼음 여왕의 지팡이,$2990,$2990,staff,0,steel,80000,1239,3262,1094,2,3,1,6,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
704,엔젤 슬레이어,$3736,$3736,bow,1,gold,3000,2005,6959,0,3,4,-1,6,0,0,0,1,0,0,1,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
705,파괴의 이도류,$10236$2449,$10236$2449,dualsword,1,platinum,40000,3172,2928,0,16,10,1,6,0,0,0,0,1,0,0,6,1,1,0,0,0,2,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,1,0,\N
706,파괴의 크로우,$10236$2450,$10236$2450,claw,1,platinum,35000,3178,7802,0,19,18,1,6,0,0,0,0,1,0,0,6,1,1,0,0,0,2,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,1,0,\N
707,파괴의 장궁,$13780,$13780,bow,1,gold,5000,3146,6959,3265,4,3,-1,6,0,0,0,1,0,0,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
708,할로윈 호박 지팡이,할로윈 호박 지팡이,할로윈 호박 지팡이,staff,0,wood,5000,3737,7839,0,14,12,1,6,0,0,1,0,0,0,1,2,2,1,0,0,2,0,0,50,20,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,\N
709,할로윈 호박 양손 검,할로윈 호박 양손 검,할로윈 호박 양손 검,twohandsword,1,wood,5000,3233,6401,0,19,22,1,6,1,1,0,0,0,1,0,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
710,할로윈 호박 장궁,할로윈 호박 장궁,할로윈 호박 장궁,bow,1,wood,5000,4963,7808,0,3,3,-1,6,1,0,1,1,0,0,1,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
721,호박 장검 2012,호박 장검 2012,호박 장검 2012,sword,0,wood,35000,3233,6401,0,12,10,1,6,1,1,1,1,1,1,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
722,호박 대검 2012,호박 대검 2012,호박 대검 2012,twohandsword,1,wood,5000,4994,6401,0,20,23,1,6,1,1,0,0,0,1,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
723,호박 장궁 2012,호박 장궁 2012,호박 장궁 2012,bow,1,wood,5000,4963,7808,0,3,3,-1,6,1,0,1,1,0,0,1,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
724,호박 지팡이 2012,호박 지팡이 2012,호박 지팡이 2012,staff,0,wood,5000,5549,7839,0,8,8,1,6,0,0,1,0,0,0,1,3,0,0,0,0,2,0,0,0,50,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
725,호박 체인 소드 2012,호박 체인 소드 2012,호박 체인 소드 2012,chainsword,1,wood,5000,5530,10218,0,13,19,1,6,0,0,0,0,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,1,0,\N
726,호박 키 링크 2012,호박 키 링크 2012,호박 키 링크 2012,kiringku,0,wood,5000,5532,7817,0,26,26,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,30,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
727,호박 크로우 2012,호박 크로우 2012,호박 크로우 2012,claw,1,wood,5000,4961,10167,0,20,19,1,6,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,1,0,\N
728,메디테이션 스태프,메디테이션 스태프,메디테이션 스태프,staff,0,wood,35000,294,10862,0,1,1,1,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
729,브래드 사커,브래드 사커,브래드 사커,chainsword,1,platinum,35000,5438,10864,0,21,20,2,6,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,1,0,\N
100004,단검,$70,$70,dagger,0,iron,10000,35,68,0,4,2,1,6,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,\N
100005,요정족 단검,$12,$12,dagger,0,mithril,10000,33,68,0,4,3,1,6,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,\N
100008,미스릴 단검,$3248,$3248,dagger,0,mithril,50000,1629,4112,1283,6,5,1,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,1,1,0,\N
100009,오리하루콘 단검,$3247,$3247,dagger,0,orichalcum,50000,1635,4118,1282,7,7,1,6,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
100011,수정 단검,$3867,$3867,dagger,0,silver,45000,1921,4982,0,10,4,1,6,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,\N
100025,은검,$1148,$1148,sword,0,silver,40000,156,26,0,7,7,1,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,\N
100026,난쟁이족 검,$97,$97,sword,0,iron,40000,103,26,0,7,8,1,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,\N
100027,언월도,$92,$92,sword,0,iron,40000,90,76,0,8,8,1,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,\N
100028,요정족 검,$98,$98,sword,0,mithril,20000,325,26,284,8,8,1,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,\N
100029,은장검,$1147,$1147,sword,0,silver,50000,163,356,0,8,12,1,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,\N
100037,다마스커스 검,$598,$598,sword,0,iron,45000,298,3,235,10,11,1,6,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
100041,일본도,$16,$16,sword,0,iron,40000,58,26,0,10,12,1,6,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,\N
100042,레이피어,$789,$789,sword,0,orichalcum,60000,104,3,0,11,6,1,6,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,\N
100049,무관의 장검,$3840,$3840,sword,0,iron,120000,1894,4955,0,13,10,1,6,1,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,\N
100052,양손검,$3,$3,twohandsword,1,iron,150000,4,59,0,17,21,1,6,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,\N
100057,싸울아비 장검,$17,$17,sword,0,steel,120000,112,3,0,16,10,1,6,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,\N
100062,무관의 양손검,$3839,$3839,twohandsword,1,iron,150000,1893,4954,0,19,23,1,6,0,1,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,\N
100064,대검,$1048,$1048,twohandsword,1,iron,150000,463,3,0,20,17,1,6,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,\N
100074,은색의 이도류,$656 $2449,$656 $2449,dualsword,1,silver,20000,1085,2926,849,11,8,1,6,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,1,1,1,0,\N
100084,흑왕도,$2455,$2455,dualsword,1,platinum,40000,1078,2928,854,18,14,1,6,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,1,1,0,\N
100095,기병창,$81,$81,spear,0,steel,180000,60,71,0,6,8,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,\N
100098,넓은 창,$75,$75,spear,1,steel,75000,45,5,0,12,16,2,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,\N
100099,요정족 창,$95,$95,spear,0,mithril,30000,99,5,0,7,8,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,\N
100102,루선해머,$83,$83,spear,1,steel,150000,66,5,0,15,17,2,6,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
100103,미늘창,$77,$77,spear,1,steel,150000,50,5,0,16,12,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
100107,크림슨 랜스,$3250,$3250,spear,1,mithril,100000,38,4119,1285,21,21,2,6,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
100114,위엄의 상징,$4386,$4386,blunt,0,iron,20000,2228,5606,2102,14,16,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,1,1,0,\N
100132,신관의 지팡이,$3847,$3847,staff,1,silver,70000,1901,75,0,9,9,1,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
100143,전투 도끼,$60,$60,blunt,1,steel,120000,9,58,0,18,18,1,6,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
100144,난쟁이족 도끼,$94,$94,blunt,1,steel,280000,172,358,0,18,24,1,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
100146,모닝스타,$84,$84,blunt,0,steel,120000,68,68,0,9,10,1,6,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
100151,데몬 액스,$3249,$3249,blunt,1,blackmithril,180000,1627,4110,1284,30,30,1,0,1,1,0,0,0,1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
100157,은색의 크로우,$656 $372,$656 $372,claw,1,silver,20000,1086,2911,850,13,10,1,6,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,1,1,0,\N
100164,흑왕아,$2456,$2456,claw,1,platinum,40000,1079,2913,855,22,18,1,6,0,0,0,0,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,1,1,0,\N
