npc_id,note,normal_action,chaotic_action,teleport_url,teleport_urla
81207,選ばれなかった者,minitos1,minitos1,,
81208,汚れたブロッブ,minibrob01,minibrob01,,
81241,古代のチェーンソード商人,cold1,cold1,,
81242,古代のキーリンク商人,cold1,cold1,,
81243,古代の書板商人,cold1,cold1,,
81244,古代の記憶水晶商人,cold1,cold1,,
81245,オーク密使,,,,
81246,変身スクロール販売人^シャルナ,sharna1,sharna2,,
81247,ホワイトアントの死体,wcorpse1,wcorpse1,,
81248,ホワイトアントの死体,wcorpse4,wcorpse4,,
81249,ホワイトアントの死体,wcorpse7,wcorpse7,,
81250,ホワイトアントの痕跡(土),wa_earth1,wa_earth1,,
81251,ホワイトアントの痕跡(酸性液),wa_acidw1,wa_acidw1,,
81252,ホワイトアントの痕跡(卵の殻),wa_egg1,wa_egg1,,
81253,古代の紋様商人,cold1,cold1,,
81254,古代のタリスマン商人,cold1,cold1,,
81352,強化ウィザード^テル,bs_01,bs_01,,
81353,強化ウィザード^メベル,bs_01,bs_01,,
81354,強化ウィザード^シンテル,bs_01,bs_01,,
81355,強化ウィザード^ロドル,bs_01,bs_01,,
81356,強化ウィザード^ルンドル,bs_01,bs_01,,
81357,強化ウィザード^ゼンドル,bs_01,bs_01,,
81358,強化ウィザード^マイベル,bs_01,bs_01,,
81359,強化ウィザード^デンル,bs_01,bs_01,,
81360,強化ウィザード^テルロル,bs_01,bs_01,,
81361,強化ウィザード^ナニエル,bs_01,bs_01,,
81362,強化ウィザード^ネベル,bs_01,bs_01,,
81374,研究員の助手,j_l_out00,,,
90115,\N,usender1,usender1,usender2,
90521,ククルカン祭壇のキーパー,tikalgate1,tikalgate1,,
91003,テレポーター^侍従長マモン,gr_mammon1,gr_mammon1,gr_mammon3,
91005,マヤの影,adenshadow1,adenshadow1,,
91006,テレポーター^使者フローラ,adenflora1,adenflora1,adenflora2,
91007,善の使者 アメリア,amelia,amelia1,,
91050,ドルーガバッグ販売人^ドルーガベール,veil1,veil1,,
91051,ドラゴンポータル,dragonsmap,dragonsmap,,
91052,ドラゴンポータル,dragonsmap,dragonsmap,,
91053,ドラゴンポータル,dragonsmap,dragonsmap,,
91054,ドラゴンポータル,dragonsmap,dragonsmap,,
91056,ハッチリン交換人^バンク,bankoo1,bankoo1,,
91057,アイテム製作師^強靭なハイオス,fivelviin1,fivelviin1,,
91058,アイテム製作師^細やかなシューヌ,fivelviin2,fivelviin2,,
91059,アイテム製作師^根気のあるドオホ,fivelviin3,fivelviin3,,
91060,アイテム製作師^派手なバエミ,fivelviin4,fivelviin4,,
91061,アイテム製作師^シュエルメ,sherme2,sherme2,,
91062,クレイ,grayknight1,grayknight1,,
91063,パミリド,familyed,familyed,,
91064,イルバギル,ilbakiel,ilbakiel,,
91065,テレポーター^ウィザードマーリン,merlin1,merlin1,merlin2,
91066,ドラゴンポータル,dsecret1,dsecret2,dsecret3,
91184,商人^マンク,dwfmerchant,dwfmerchant,,
91185,商店^ハンク,hankoo1,hankoo1,,
91298,行政官 キーホル,kiholl1,kiholl1,,
91299,聖所への入口,,,,
91307,捨てられた肉体,,,,
91308,捨てられた肉体,,,,
91311,ディカルデンの諜報員,,,,
91312,ディカルデンの女諜報員,dspy1,dspy1,,
91314,青い魂の炎,bluesoul_f4,bluesoul_f4,,
91315,赤い魂の炎,redsoul_f4,redsoul_f4,,
91327,ユリエ,j_html00,j_html00,,
91328,ユキ,id0,id0,,
91329,ユキ,id1,id1,,
91500,サエル,shamansael2,shamansael2,,
91501,ベアサム,beasamoo,beasamoo,,
91502,カイムサム,kymsamoo,kymsamoo,,
91600,グンター,gunterdg1,gunterdg1,,
91601,雑貨商人^シビーレ,sibilre,sibilre,,
91602,フレディ,fredi,fredi,,
